Greek New Testament — Seed Data Processing Tracker,,,,,,,,,
#,Book,Book#,Chapter,Verses,Verse Range,Batch #,Status,Date Done,Notes
1035,2 Peter,61,Chapter 2,8,9–16,Batch 5,⬜ Pending,,
1036,2 Peter,61,Chapter 2,6,17–22,Batch 6,⬜ Pending,,
1037,2 Peter,61,Chapter 3,8,1–8,Batch 7,⬜ Pending,,
1038,2 Peter,61,Chapter 3,8,9–16,Batch 8,⬜ Pending,,
1039,2 Peter,61,Chapter 3,2,17–18,Batch 9,⬜ Pending,,
📖  1 John  (Book #62),,,,,,,,,
1040,1 John,62,Chapter 1,8,1–8,Batch 1,✅ Complete,,
1041,1 John,62,Chapter 1,2,9–10,Batch 2,✅ Complete,2026-03-02,Generated 1JohnChapter1_v9-10.cs
1042,1 John,62,Chapter 2,8,1–8,Batch 3,✅ Complete,,
1043,1 John,62,Chapter 2,4,9–12,Batch 4,✅ Complete,,
1043,1 John,62,Chapter 2,4,13–16,Batch 5,✅ Complete,,
1044,1 John,62,Chapter 2,4,17–20,Batch 6,✅ Complete,,
1044,1 John,62,Chapter 2,4,21–24,Batch 7,✅ Complete,,
1045,1 John,62,Chapter 2,5,25–29,Batch 8,✅ Complete,,
1046,1 John,62,Chapter 3,8,1–8,Batch 9,✅ Complete,,
1047,1 John,62,Chapter 3,8,9–16,Batch 10,✅ Complete,,
1048,1 John,62,Chapter 3,8,17–24,Batch 11,✅ Complete,,
1049,1 John,62,Chapter 4,8,1–8,Batch 12,✅ Complete,,
1050,1 John,62,Chapter 4,8,9–16,Batch 13,✅ Complete,,
1051,1 John,62,Chapter 4,5,17–21,Batch 14,✅ Complete,,
1052,1 John,62,Chapter 5,8,1–8,Batch 15,✅ Complete,,
1053,1 John,62,Chapter 5,8,9–16,Batch 16,✅ Complete,,
1054,1 John,62,Chapter 5,5,17–21,Batch 17,✅ Complete,,
📖  2 John  (Book #63),,,,,,,✅ Complete,,
1055,2 John,63,Chapter 1,8,1–8,Batch 1,✅ Complete,,
1056,2 John,63,Chapter 1,5,9–13,Batch 2,✅ Complete,,
📖  3 John  (Book #64),,,,,,,✅ Complete,,
1057,3 John,64,Chapter 1,8,1–8,Batch 1,✅ Complete,,
1058,3 John,64,Chapter 1,6,9–14,Batch 2,✅ Complete,,
📖  Jude  (Book #65),,,,,,,✅ Complete,,
1059,Jude,65,Chapter 1,8,1–8,Batch 1,✅ Complete,,
1060,Jude,65,Chapter 1,8,9–16,Batch 2,✅ Complete,,
1061,Jude,65,Chapter 1,8,17–24,Batch 3,✅ Complete,,
1062,Jude,65,Chapter 1,1,25–25,Batch 4,✅ Complete,,
📖  Revelation  (Book #66),,,,,,,✅ Complete,,
1063,Revelation,66,Chapter 1,8,1–8,Batch 1,✅ Complete,,
1064,Revelation,66,Chapter 1,8,9–16,Batch 2,✅ Complete,,
1065,Revelation,66,Chapter 1,4,17–20,Batch 3,✅ Complete,,
1066,Revelation,66,Chapter 2,8,1–8,Batch 4,✅ Complete,,
1067,Revelation,66,Chapter 2,8,9–16,Batch 5,✅ Complete,,
1068,Revelation,66,Chapter 2,8,17–24,Batch 6,✅ Complete,,
1069,Revelation,66,Chapter 2,5,25–29,Batch 7,✅ Complete,,
1070,Revelation,66,Chapter 3,8,1–8,Batch 8,✅ Complete,,
1071,Revelation,66,Chapter 3,8,9–16,Batch 9,✅ Complete,,
1072,Revelation,66,Chapter 3,6,17–22,Batch 10,✅ Complete,,
1073,Revelation,66,Chapter 4,8,1–8,Batch 11,✅ Complete,,
1074,Revelation,66,Chapter 4,3,9–11,Batch 12,✅ Complete,,
1075,Revelation,66,Chapter 5,8,1–8,Batch 13,✅ Complete,,
1076,Revelation,66,Chapter 5,6,9–14,Batch 14,✅ Complete,,
1077,Revelation,66,Chapter 6,8,1–8,Batch 15,✅ Complete,,
1078,Revelation,66,Chapter 6,8,9–16,Batch 16,✅ Complete,,
1079,Revelation,66,Chapter 6,1,17–17,Batch 17,✅ Complete,2026-03-02,Generated RevelationChapter6_v17-17.cs
1080,Revelation,66,Chapter 7,8,1–8,Batch 18,✅ Complete,,
1081,Revelation,66,Chapter 7,8,9–16,Batch 19,✅ Complete,,
1082,Revelation,66,Chapter 7,1,17–17,Batch 20,✅ Complete,,
1083,Revelation,66,Chapter 8,8,1–8,Batch 21,✅ Complete,,
1084,Revelation,66,Chapter 8,5,9–13,Batch 22,✅ Complete,,
1085,Revelation,66,Chapter 9,8,1–8,Batch 23,✅ Complete,,
1086,Revelation,66,Chapter 9,8,9–16,Batch 24,✅ Complete,,
1087,Revelation,66,Chapter 9,5,17–21,Batch 25,✅ Complete,,
1088,Revelation,66,Chapter 10,8,1–8,Batch 26,✅ Complete,,
1089,Revelation,66,Chapter 10,3,9–11,Batch 27,✅ Complete,,
1090,Revelation,66,Chapter 11,8,1–8,Batch 28,✅ Complete,,
1091,Revelation,66,Chapter 11,8,9–16,Batch 29,✅ Complete,,
1092,Revelation,66,Chapter 11,3,17–19,Batch 30,✅ Complete,,
1093,Revelation,66,Chapter 12,8,1–8,Batch 31,✅ Complete,,
1094,Revelation,66,Chapter 12,8,9–16,Batch 32,✅ Complete,,
1095,Revelation,66,Chapter 12,1,17–17,Batch 33,✅ Complete,,
1096,Revelation,66,Chapter 13,8,1–8,Batch 34,✅ Complete,,
1097,Revelation,66,Chapter 13,8,9–16,Batch 35,✅ Complete,2026-03-03,Generated RevelationChapter13_v9-16.cs
1098,Revelation,66,Chapter 13,2,17–18,Batch 36,✅ Complete,,
1099,Revelation,66,Chapter 14,8,1–8,Batch 37,✅ Complete,,
1100,Revelation,66,Chapter 14,8,9–16,Batch 38,✅ Complete,,
1101,Revelation,66,Chapter 14,4,17–20,Batch 39,✅ Complete,,
1102,Revelation,66,Chapter 15,8,1–8,Batch 40,✅ Complete,,
1103,Revelation,66,Chapter 16,8,1–8,Batch 41,✅ Complete,,
1104,Revelation,66,Chapter 16,8,9–16,Batch 42,✅ Complete,,
1105,Revelation,66,Chapter 16,5,17–21,Batch 43,✅ Complete,,
1106,Revelation,66,Chapter 17,8,1–8,Batch 44,✅ Complete,,
1107,Revelation,66,Chapter 17,8,9–16,Batch 45,✅ Complete,,
1108,Revelation,66,Chapter 17,2,17–18,Batch 46,✅ Complete,,
1109,Revelation,66,Chapter 18,8,1–8,Batch 47,✅ Complete,,
1110,Revelation,66,Chapter 18,8,9–16,Batch 48,✅ Complete,,
1111,Revelation,66,Chapter 18,8,17–24,Batch 49,✅ Complete,,
1112,Revelation,66,Chapter 19,8,1–8,Batch 50,✅ Complete,,
1113,Revelation,66,Chapter 19,8,9–16,Batch 51,✅ Complete,,
1114,Revelation,66,Chapter 19,5,17–21,Batch 52,✅ Complete,2026-03-02,Generated RevelationChapter19_v17-21.cs
1115,Revelation,66,Chapter 20,8,1–8,Batch 53,✅ Complete,,
1116,Revelation,66,Chapter 20,7,9–15,Batch 54,✅ Complete,,
1117,Revelation,66,Chapter 21,8,1–8,Batch 55,✅ Complete,,
1118,Revelation,66,Chapter 21,8,9–16,Batch 56,✅ Complete,,
1119,Revelation,66,Chapter 21,8,17–24,Batch 57,✅ Complete,,
1120,Revelation,66,Chapter 21,3,25–27,Batch 58,✅ Complete,,
1121,Revelation,66,Chapter 22,8,1–8,Batch 59,✅ Complete,,
1122,Revelation,66,Chapter 22,8,9–16,Batch 60,✅ Complete,,
1123,Revelation,66,Chapter 22,5,17–21,Batch 61,✅ Complete,,
,,,,,,,,,
Total NT Batches: 1123,,,,,,,,,
